sku,group_id,name,url,price,in_stock,image_url,categories,keywords,description,dy_display_price,life_stage,product_type,type:number:annual_fee,type:number:cashback_percent,type:number:interest_rate,type:number:max_amount,type:number:min_amount,type:number:risk_level,type:number:term_months,brand,tagline,long_description,segment,tier,badge,rate_type,liquidity,fee_summary,regulatory_note,faq,type:array:features,type:array:eligibility,type:array:perks,type:array:personas,type:array:goals,type:array:related_skus,type:number:monthly_fee,type:number:aer,type:number:expected_return_min,type:number:expected_return_max,type:number:annual_fee_pct,type:number:transaction_fee_pct,type:number:fx_fee_pct,type:number:cashback_monthly_cap,type:number:min_term_months,type:number:notice_days,type:number:min_age,type:number:min_income,type:number:customer_rating,type:number:review_count,type:number:popularity_score,type:date:launched_at
INV-PEN-001,GRP-INV-PEN,Investment Pension Plan,https://banking-demo-five.vercel.app/products/investments/investment-pension,0,true,https://banking-demo-five.vercel.app/images/products/investment-pension.png,Investments|Pension|Investment Pension Plan,investment pension|SIPP|retirement|long term growth|tax relief|pension fund|retire early|retirement income|glide path|PER|pension investing,A pension wrapper invested in our managed funds with tax relief on contributions up to the annual limit.,5–7% p.a. target,pre_retirement,Investment Pension,0,0,0,0,100,4,0,NexaBank,A pension wrapper invested in our managed funds with tax relief on contributions.,"The Investment Pension Plan combines the long-term growth of our Managed Funds with the tax efficiency of a pension wrapper. Contributions qualify for tax relief up to the annual limit, employer matching is supported, and a retirement income projection updates daily as markets move and you contribute.",personal,na,Tax relief,none,retirement,0.75% annual fee · no entry fee,Funds are locked until retirement age except in cases permitted by law. Capital at risk. The value of investments can go down as well as up and you may get back less than you invest.,"How is this different from the Pension Savings Plan? => This plan is invested in funds for higher long-term growth potential; the Pension Savings Plan earns a fixed rate with no market risk. || Does the risk reduce as I approach retirement? => Yes — a lifestyle glide path moves you from growth to income funds over the last ten years, unless you switch it off. || What does it cost? => 0.75% a year including fund charges. No entry or transfer-in fees.","Tax relief on contributions up to annual limit|Choice of growth, balanced or income fund|Employer contribution matching supported|Retirement income projection updated daily|Consolidate pension pots from previous providers",Aged 18 or over and resident in the eligible jurisdiction|Active NexaBank current account|Minimum monthly contribution of €100|Tax residency declared at account opening,"Tax relief on contributions up to annual limit|Choice of growth, balanced or income fund|Employer matching supported|Retirement income projection updated daily|Consolidate pension pots from previous providers",pre_retirement|young_professional,retire|invest,SAV-PEN-001|SVC-RETIRE-001|INV-FUND-001,0,0,5,7,0.75,0,0,0,0,0,18,0,4.6,890,60,2022-06-01T00:00:00
INV-BOND-001,GRP-INV-BOND,Bond Fund,https://banking-demo-five.vercel.app/products/investments/bond-fund,0,true,https://banking-demo-five.vercel.app/images/products/bond-fund.png,Investments|Bonds|Bond Fund,bond fund|bonds|fixed income|low risk investment|cautious investor|steady income|government bonds|corporate bonds|capital preservation|risk averse|conservative,A diversified fund of investment-grade government and corporate bonds targeting 3–5% a year with lower volatility than equities.,3–5% p.a. target,pre_retirement,Investment Fund,0,0,0,0,500,3,0,NexaBank,Income and stability — the calmer way to invest beyond savings.,"The Bond Fund holds a diversified portfolio of investment-grade government and corporate bonds across the eurozone and developed markets. It targets 3–5% a year with far less volatility than equity funds, making it a natural next step for savers who want more than a deposit rate without taking equity risk. Income is distributed quarterly or reinvested automatically.",personal,na,Lower volatility,none,instant,0.35% annual fee · no entry or exit fees,Capital at risk. The value of investments can go down as well as up and you may get back less than you invest.,"Is a bond fund safe? => Safer than equities but not guaranteed — bond prices fall when interest rates rise. It sits between a deposit and an equity fund on the risk scale. || How is the income paid? => Quarterly to your current account, or reinvested into the fund if you choose accumulation. || Who is it for? => Cautious investors, people nearing retirement, or anyone parking money for two to five years.","Diversified across 300+ eurozone and developed-market bonds|Investment-grade only — no high-yield or emerging-market debt|Choose quarterly income payments or accumulation|0.35% annual fee, no entry or exit fees|Daily pricing and same-day sell orders",Aged 18 or over and EU resident|Active NexaBank current account|Minimum investment of €500|Suitability questionnaire completed at onboarding,"Investment-grade government and corporate bonds|Quarterly income or automatic reinvestment|Low 0.35% annual fee|Lower volatility than equity funds|Sell any time, no exit fee",pre_retirement|family,invest|retire|save,SAV-TERM-001|INV-ROBO-001|INV-FUND-001,0,0,3,5,0.35,0,0,0,24,0,18,0,4.6,142,49,2026-07-15T00:00:00
INV-ESG-001,GRP-INV-ESG,Sustainable Portfolio,https://banking-demo-five.vercel.app/products/investments/sustainable-portfolio,0,true,https://banking-demo-five.vercel.app/images/products/sustainable-portfolio.png,Investments|Sustainable|Sustainable Portfolio,sustainable investing|ESG|ethical investing|green investing|impact|climate|socially responsible|no fossil fuels|responsible portfolio|values,"A globally diversified, ESG-screened portfolio that excludes fossil fuels, tobacco and weapons — targeting 5–8% a year from €250.",5–8% p.a. target,young_professional,Robo-Advisory,0,0,0,0,250,5,0,NexaBank,Grow your money without compromising your values.,"The Sustainable Portfolio invests in companies with strong environmental, social and governance scores and excludes fossil-fuel producers, tobacco, weapons and gambling. It is built from low-cost ESG index funds, diversified across regions and sectors, and rebalanced quarterly like our Robo-Advisory Portfolio. An impact report in the app shows the carbon intensity of your holdings versus the market.",personal,na,ESG screened,none,instant,0.6% annual fee · no entry or exit fees,Capital at risk. The value of investments can go down as well as up and you may get back less than you invest.,"Does sustainable mean lower returns? => Not necessarily — the portfolio targets the same 5–8% range as our growth strategies; sector weights simply differ. || How do you decide what to exclude? => Fixed exclusions (fossil fuels, tobacco, weapons, gambling) plus a minimum ESG rating from an independent provider. || Can I see the actual holdings? => Yes — every fund and its top holdings are listed in the app, updated monthly.","Strict exclusion screens plus best-in-class ESG selection|Built from low-cost ESG index funds across all regions|Automatic quarterly rebalancing|Personal impact report with carbon intensity vs. the market|0.6% all-in annual fee, no entry or exit fees",Aged 18 or over and EU resident|Active NexaBank current account|Minimum investment of €250|Suitability questionnaire completed at onboarding,"Excludes fossil fuels, tobacco, weapons and gambling|Globally diversified ESG index funds|Quarterly rebalancing|Impact report in the app|Start from €250",young_professional|family,invest,INV-ROBO-001|LOAN-GREEN-001|INV-ETF-001,0,0,5,8,0.6,0,0,0,60,0,18,0,4.7,268,63,2026-07-15T00:00:00
INV-JUN-001,GRP-INV-JUN,Junior Investment Plan,https://banking-demo-five.vercel.app/products/investments/junior-investment-plan,0,true,https://banking-demo-five.vercel.app/images/products/junior-investment-plan.png,Investments|Junior|Junior Investment Plan,junior investment|invest for my child|kids investment plan|children's future|grandchild|university fund|long term investing|gift for a child|under 18|start early,A long-term investment plan in a child's name from €25 a month — a diversified portfolio that becomes theirs at 18.,4–7% p.a. target,family,Robo-Advisory,0,0,0,0,25,4,0,NexaBank,Eighteen years is a long time to grow — start their future today.,"The Junior Investment Plan lets parents and grandparents invest for a child over the long horizon that makes markets work best. Contributions from €25 a month go into a globally diversified portfolio that de-risks automatically as the child approaches 18, when the plan transfers to them. Family and friends can gift into it, and the child follows the goal in NexaKids.",kids,na,For under-18s,none,term,0.5% annual fee · no entry fee,Locked until the child turns 18. Capital at risk. The value of investments can go down as well as up and you may get back less than you invest.,"Can the money be taken out before 18? => No — the plan is locked until the child turns 18, which is what allows the long-term growth. || What happens at 18? => The plan becomes the child's own investment account; they can keep investing, withdraw, or move to another product. || Is it risky? => It holds equities, so values move. Over an 18-year horizon that volatility has historically been rewarded, and the glide path reduces risk near the end.","Globally diversified portfolio of low-cost index funds|Automatic glide path from growth to cautious over the final five years|Contributions from parents, grandparents and friends via gift link|Goal tracking the child can follow in NexaKids|0.5% all-in annual fee, no entry fee",Child aged 0 to 17|Parent or legal guardian holds an active NexaBank current account|Minimum contribution of €25 per month|One Junior Investment Plan per child,From €25 a month|Diversified global portfolio|De-risks automatically before 18|Gift link for family and friends|Transfers to the child at 18,family|kids_teens,kids|invest|education,SAV-JUN-001|ACC-KIDS-001|INV-ROBO-001,0,0,4,7,0.5,0,0,0,0,0,0,0,4.8,97,41,2026-08-01T00:00:00
INS-LIFE-001,GRP-INS-LIFE,Life Insurance,https://banking-demo-five.vercel.app/products/insurance/life-insurance,96,true,https://banking-demo-five.vercel.app/images/products/life-insurance.png,Insurance|Life|Life Insurance,life insurance|protection|beneficiary|death benefit|family protection|mortgage protection|critical illness|life cover|protect my family|new baby|dependents,"A lump-sum payout to your beneficiaries from €50,000 to €1,000,000 of cover with premiums fixed for the term.",from €8/month,family,Life Insurance,96,0,0,1000000,50000,1,360,NexaBank,A lump-sum payout to your beneficiaries if the worst happens.,"Life Insurance from NexaBank is straightforward cover designed for people with families or dependents. Choose level cover (a fixed amount) or decreasing cover (designed to track a mortgage), with optional critical illness rider to pay out earlier on diagnosis of a major illness. Premiums are fixed for the full term.",personal,na,Family protection,none,na,from €8/month · premiums fixed for the term,"Cover subject to policy terms, exclusions and underwriting. Premiums shown are indicative.","How much cover do I need? => A common rule is 10× your annual income plus outstanding debts. Decreasing cover is designed to match a repayment mortgage. || Do I need a medical? => Not for cover up to €150,000 — a health questionnaire is enough. Above that we may ask for a GP report. || Who receives the payout? => The beneficiaries you name in the policy; you can change them at any time in the app.","Choice of level or decreasing cover|Optional critical illness rider|No medical exam for cover up to €150,000|Premiums fixed for the full term|Cover for one or two lives on a single policy",Aged 18 to 65 at policy start|EU resident|Health questionnaire completed at application|Active NexaBank current account,"Choice of level or decreasing cover|Optional critical illness rider|No medical exam for cover up to €150,000|Premiums fixed for the full term|Cover for one or two lives",family,protect|family,LOAN-REAL-001|INS-INC-001|ACC-JOINT-001,8,0,0,0,0,0,0,0,120,0,18,0,4.6,1090,62,2022-09-01T00:00:00
INS-HOME-001,GRP-INS-HOME,Home Insurance,https://banking-demo-five.vercel.app/products/insurance/home-insurance,144,true,https://banking-demo-five.vercel.app/images/products/home-insurance.png,Insurance|Home|Home Insurance,home insurance|buildings|contents|property|home cover|renters insurance|apartment insurance|house insurance|burglary|water damage|moving house,"Buildings cover up to €1M and contents up to €100,000 — for owners and renters, with 24/7 home assistance.",from €12/month,family,Home Insurance,144,0,0,1000000,0,1,12,NexaBank,"Buildings and contents cover for owners and renters, with flexible add-ons.","Home Insurance covers the structure of your home and everything inside it. Specify high-value items individually, add accidental damage cover for a few euros a month, and rely on 24/7 emergency assistance for plumbing, electrical or lock-out emergencies. Available to owners and renters.",personal,na,Owners & renters,none,na,from €12/month · 12-month renewable,"Cover subject to policy terms, exclusions and underwriting. Premiums shown are indicative.","Do renters need buildings cover? => No — renters choose contents-only cover; the landlord insures the building. || Are bicycles and laptops covered outside the home? => Yes, with the personal possessions add-on, up to €3,000 per item. || How fast are claims paid? => Most contents claims are settled within five working days of receiving the documents.","Buildings cover up to €1M|Contents cover up to €100,000|Optional accidental damage cover|Specified valuables add-on for high-value items|24/7 emergency home assistance included",Aged 18 or over and EU resident|Property located within the EU|Active NexaBank current account|Property not used commercially,"Buildings cover up to €1M|Contents cover up to €100,000|Optional accidental damage cover|Specified valuables add-on|24/7 emergency home assistance",family|young_professional,protect|home,LOAN-REAL-001|LOAN-RENO-001|INS-LIFE-001,12,0,0,0,0,0,0,0,0,0,18,0,4.5,1540,67,2022-09-01T00:00:00
INS-TRAV-001,GRP-INS-TRAV,Travel Insurance,https://banking-demo-five.vercel.app/products/insurance/travel-insurance,48,true,https://banking-demo-five.vercel.app/images/products/travel-insurance.png,Insurance|Travel|Travel Insurance,travel insurance|holiday|trip|medical|cancellation|luggage|abroad|ski insurance|winter sports|annual multi-trip|backpacking|flight delay,Single-trip or annual multi-trip cover with worldwide medical up to €10M and an optional winter sports add-on.,from €4/trip,young_professional,Travel Insurance,48,0,0,10000000,0,1,12,NexaBank,"Single-trip or annual multi-trip cover, including winter sports.","Travel Insurance covers medical emergencies abroad, cancellation, curtailment, lost or delayed baggage, and personal liability. Add winter sports cover for the season, or upgrade to an annual multi-trip policy if you travel more than twice a year. Already free with the NexaNomad credit card.",personal,na,Worldwide,none,na,from €4/trip · annual multi-trip from €48/year,"Cover subject to policy terms, exclusions and underwriting. Premiums shown are indicative.","Single trip or annual? => Annual multi-trip cover from €48 a year pays for itself if you travel three or more times. || Is it included with NexaNomad? => Yes — NexaNomad cardholders get annual multi-trip cover at no cost when the trip is paid with the card. || Does it cover cancelled flights? => Cancellation and curtailment are covered for insured reasons such as illness, and delays over 12 hours.",Worldwide medical cover up to €10M|Cancellation and curtailment cover|Lost or delayed baggage protection|Optional winter sports add-on|Free with the NexaNomad credit card,Aged 18 to 75 at trip start|EU resident|Trip starts and ends in the country of residence|Pre-existing medical conditions declared,Worldwide medical cover up to €10M|Cancellation and curtailment cover|Lost or delayed baggage protection|Optional winter sports cover|Free with NexaNomad credit card,young_professional|family,travel|protect,CARD-NOM-001|SVC-FX-001|INS-CAR-001,0,0,0,0,0,0,0,0,0,0,18,0,4.4,2230,74,2022-09-01T00:00:00
INS-INC-001,GRP-INS-INC,Income Protection,https://banking-demo-five.vercel.app/products/insurance/income-protection,180,true,https://banking-demo-five.vercel.app/images/products/income-protection.png,Insurance|Income|Income Protection,income protection|disability|sick pay|salary protection|long term|self-employed|freelancer|can't work|illness cover|loss of income|accident,Tax-free monthly payouts replacing up to 70% of your pre-tax income if illness or injury stops you working.,from €15/month,all,Income Protection,180,0,0,0,0,1,0,NexaBank,Replaces a portion of your income if illness or injury prevents you from working.,"Income Protection pays a tax-free monthly benefit if you cannot work due to illness or injury. Cover up to 70% of your pre-tax income, choose a deferred period from 4 to 52 weeks, and add inflation-linking so your benefit keeps pace with rising costs. Particularly valuable for the self-employed.",personal,na,Self-employed friendly,none,na,from €15/month · benefit tax-free,"Cover subject to policy terms, exclusions and underwriting. Premiums shown are indicative.","What is the deferred period? => The time between stopping work and the first payout — 4 to 52 weeks. A longer deferred period lowers the premium. || Does it cover stress or mental health? => Yes — any illness or injury that stops you working, confirmed by a doctor, including mental health conditions. || How long are payouts made for? => Until you return to work, reach the policy end age or the benefit term ends, whichever comes first.",Tax-free monthly payouts|Cover up to 70% of pre-tax income|Available to employed and self-employed|Choice of deferred periods from 4 to 52 weeks|Optional inflation-linking on benefit amount,Aged 18 to 60 at policy start|EU resident|In active employment or self-employment|Health questionnaire completed at application,Tax-free monthly payouts|Cover up to 70% of pre-tax income|Available to employed and self-employed|Choice of deferred periods from 4 to 52 weeks|Optional inflation-linking on benefit amount,all|business,protect,INS-LIFE-001|BIZ-ACC-001|SAV-INST-001,15,0,0,0,0,0,0,0,0,0,18,0,4.5,620,45,2023-02-01T00:00:00
INS-CAR-001,GRP-INS-CAR,Car Insurance,https://banking-demo-five.vercel.app/products/insurance/car-insurance,216,true,https://banking-demo-five.vercel.app/images/products/car-insurance.png,Insurance|Car|Car Insurance,car insurance|motor insurance|auto insurance|comprehensive|electric car insurance|courtesy car|third party|new driver|vehicle cover|windscreen,"Comprehensive car insurance from €18 a month with a 5-minute quote, EV battery cover and a courtesy car as standard.",from €18/month,young_professional,Car Insurance,216,0,0,100000,0,1,12,NexaBank,"Comprehensive cover, a five-minute quote, and a courtesy car when you need one.","Car Insurance from NexaBank is comprehensive by default: accidental damage, fire, theft, third-party liability and windscreen repair, with a courtesy car while yours is off the road. Electric vehicles get battery and charging-cable cover as standard. Get a quote in five minutes in the app, and if you financed the car with us, your policy renews alongside the loan.",personal,na,Instant quote,none,na,from €18/month · 5% discount for annual payment,"Cover subject to policy terms, exclusions and underwriting. Premiums shown are indicative.","Do you insure electric cars? => Yes — battery, charging cable and home charger cover are included at no extra cost. || Can I pay monthly? => Yes, at no extra cost. Annual payment gets a 5% discount. || What if I financed the car with NexaBank? => Your policy is linked to the loan and can renew automatically until the finance ends.","Comprehensive cover: damage, fire, theft and third-party liability|Courtesy car for the duration of repairs|Electric-vehicle battery and charging-cable cover included|Windscreen repair with no excess|Optional protected no-claims bonus and legal cover",Aged 21 or over and EU resident|Full driving licence held for at least one year|Vehicle registered in the EU|Active NexaBank current account,Comprehensive cover as standard|Courtesy car while yours is repaired|EV battery and charging-cable cover|Windscreen repair with no excess|Quote in five minutes in the app,young_professional|family,protect|spend,LOAN-VEH-001|INS-HOME-001|ACC-EVERY-001,18,0,0,0,0,0,0,0,0,0,21,0,4.5,173,56,2026-07-15T00:00:00
INS-PET-001,GRP-INS-PET,Pet Insurance,https://banking-demo-five.vercel.app/products/insurance/pet-insurance,108,true,https://banking-demo-five.vercel.app/images/products/pet-insurance.png,Insurance|Pet|Pet Insurance,pet insurance|dog insurance|cat insurance|vet fees|puppy|kitten|lifetime cover|animal health|vet bills|new pet,"Lifetime pet insurance from €9 a month covering vet fees up to €8,000 a year for cats and dogs, with direct payment to the vet.",from €9/month,family,Pet Insurance,108,0,0,8000,0,1,12,NexaBank,Because they're family too — lifetime vet-fee cover from €9 a month.,"Pet Insurance covers vet fees for illness and injury up to €8,000 a year, renewing for life so long-term conditions stay covered. We pay the vet directly at over 2,000 partner practices, include a 24/7 video-vet line, and cover dental illness, physiotherapy and third-party liability for dogs. Multi-pet households get 10% off each additional pet.",personal,na,Lifetime cover,none,na,from €9/month · 10% multi-pet discount,"Cover subject to policy terms, exclusions and underwriting. Premiums shown are indicative.","Are pre-existing conditions covered? => No — conditions your pet showed signs of before the policy start are excluded, as with all pet insurance. || Do I have to pay the vet first? => Not at partner practices — we settle directly. Elsewhere, upload the invoice and we reimburse within five days. || Does the premium rise as my pet ages? => Premiums increase gradually with age; we show the projected premium for the next three years at purchase.","Illness and injury vet fees up to €8,000 per year|Lifetime cover — conditions stay covered at renewal|Direct payment to 2,000+ partner practices|Dental illness, physiotherapy and hydrotherapy included|Third-party liability for dogs up to €1M",Cat or dog aged 8 weeks to 8 years at policy start|Pet microchipped and vaccinated|Owner aged 18 or over and EU resident|Active NexaBank current account,"Vet fees up to €8,000 a year|Lifetime cover for ongoing conditions|We pay partner vets directly|24/7 video-vet line|10% off each additional pet",family,protect|family,INS-HOME-001|ACC-JOINT-001|CASH-CARD-001,9,0,0,0,0,0,0,0,0,0,18,0,4.7,129,43,2026-07-15T00:00:00
CRYPTO-BTC-001,GRP-CRYPTO-BTC,Bitcoin,https://banking-demo-five.vercel.app/products/crypto/bitcoin,0,true,https://banking-demo-five.vercel.app/images/products/bitcoin.png,Crypto|Bitcoin|Bitcoin,bitcoin|BTC|cryptocurrency|digital asset|store of value|buy bitcoin|crypto|blockchain|digital gold|auto-buy|cold storage,"Buy, sell and hold BTC directly from your NexaBank account with insured cold-storage custody.",0.7% spread,young_professional,Cryptocurrency,0,0,0,250000,10,9,0,NexaBank,"Buy, sell and hold BTC directly from your NexaBank account.","Bitcoin (BTC) is the original digital asset and the largest by market capitalisation. NexaBank gives you regulated, insured access to BTC with no hidden custody fee — keep your coins in our cold-storage vault, set up an auto-buy schedule, or withdraw to an external wallet whenever you want.",personal,na,Most traded,none,instant,0.7% spread · no custody fee,Crypto assets are highly volatile and unregulated in some jurisdictions. You may lose all your capital.,"Do I own the actual bitcoin? => Yes — coins are held in segregated cold storage in your name, and you can withdraw them to your own wallet. || What does it cost? => A 0.7% spread on each buy or sell. No custody fee, no monthly fee. || Is it safe? => Custody is insured and offline, but the price of bitcoin itself is highly volatile — only invest what you can afford to lose.","Buy from €10 in one tap|Insured cold-storage custody|Auto-buy schedules (daily, weekly, monthly)|Real-time price alerts and watchlist|Withdraw to an external wallet anytime",Aged 18 or over and EU resident|Active NexaBank current account|Crypto risk acknowledgement signed at onboarding|Tax residency declared at account opening,Buy from €10 in one tap|Insured cold-storage custody|Auto-buy schedules (daily/weekly/monthly)|Real-time price alerts|Withdraw to an external wallet anytime,young_professional|crypto,invest,CRYPTO-ETH-001|CRYPTO-PORT-001|INV-ETF-001,0,0,0,0,0,0.7,0,0,0,0,18,0,4.5,4010,83,2023-05-01T00:00:00
CRYPTO-ETH-001,GRP-CRYPTO-ETH,Ethereum,https://banking-demo-five.vercel.app/products/crypto/ethereum,0,true,https://banking-demo-five.vercel.app/images/products/ethereum.png,Crypto|Ethereum|Ethereum,ethereum|ETH|smart contracts|DeFi|altcoin|buy ethereum|crypto|staking|web3|digital asset,Trade ETH and earn staking rewards inside your NexaBank account with insured cold-storage custody.,0.8% spread,young_professional,Cryptocurrency,0,0,0,250000,10,9,0,NexaBank,Trade ETH and earn staking rewards inside your NexaBank account.,"Ethereum (ETH) is the second-largest digital asset and powers a wide range of decentralised applications. NexaBank gives you the same regulated, insured access as Bitcoin, with the added option to opt your ETH balance into staking and earn rewards paid weekly in ETH.",personal,na,Staking eligible,none,instant,0.8% spread · no custody fee,Crypto assets are highly volatile and unregulated in some jurisdictions. You may lose all your capital.,How do I earn staking rewards? => Opt your ETH balance into Crypto Staking in one tap; rewards are paid weekly in ETH. || What does it cost? => A 0.8% spread on each buy or sell. No custody fee. || Can I send ETH to my own wallet? => Yes — withdrawals to external wallets are supported after a 24-hour security hold on new addresses.,"Buy from €10 in one tap|Earn staking rewards on ETH balances|Insured cold-storage custody|Auto-buy schedules (daily, weekly, monthly)|Withdraw to an external wallet anytime",Aged 18 or over and EU resident|Active NexaBank current account|Crypto risk acknowledgement signed at onboarding|Tax residency declared at account opening,Buy from €10 in one tap|Earn staking rewards on ETH balances|Insured cold-storage custody|Auto-buy schedules (daily/weekly/monthly)|Withdraw to an external wallet anytime,young_professional|crypto,invest,CRYPTO-STAK-001|CRYPTO-BTC-001|CRYPTO-PORT-001,0,0,0,0,0,0.8,0,0,0,0,18,0,4.4,2640,71,2023-05-01T00:00:00
CRYPTO-PORT-001,GRP-CRYPTO-PORT,Crypto Portfolio,https://banking-demo-five.vercel.app/products/crypto/crypto-portfolio,0,true,https://banking-demo-five.vercel.app/images/products/crypto-portfolio.png,Crypto|Portfolio|Crypto Portfolio,crypto basket|diversified crypto|altcoins|portfolio|managed crypto|top 10 crypto|crypto index|easy crypto|rebalanced|beginner crypto,"A pre-built basket of the top 10 cryptocurrencies, rebalanced monthly with an all-in 1% annual fee.",1.0% spread,young_professional,Crypto Portfolio,0,0,0,250000,50,8,0,NexaBank,"A pre-built basket of major cryptocurrencies, rebalanced monthly.","Crypto Portfolio gives you diversified exposure to the top 10 cryptocurrencies by market cap in a single product. Our partner rebalances the basket every month, so you don't need to manage individual coins. A 1% all-in annual fee covers custody, rebalancing and execution.",personal,na,Diversified,none,instant,1.0% spread · 1% annual fee,Crypto assets are highly volatile and unregulated in some jurisdictions. You may lose all your capital.,"Which coins are in the basket? => The ten largest by market capitalisation, weighted by size and capped at 30% per coin, reviewed monthly. || What are the fees? => A 1.0% spread when you buy or sell, plus a 1% all-in annual fee that covers custody and rebalancing. || Is this less risky than a single coin? => Diversification reduces single-coin risk, but the basket remains highly volatile — it is still a crypto investment.",Pre-built basket of 10 major cryptocurrencies|Monthly rebalancing handled by our partner|All-in 1% annual management fee|Shows as a single line in your portfolio view|No need to research or manage individual coins,Aged 18 or over and EU resident|Active NexaBank current account|Minimum investment of €50|Crypto risk acknowledgement signed at onboarding,Pre-built basket of 10 major cryptos|Monthly rebalancing by our partner|All-in 1% annual management fee|Single line in your portfolio view|No need to manage individual coins,young_professional|crypto,invest,CRYPTO-BTC-001|INV-ROBO-001|CRYPTO-STAK-001,0,0,0,0,1,1,0,0,0,0,18,0,4.3,980,52,2023-09-01T00:00:00
CRYPTO-STAK-001,GRP-CRYPTO-STAK,Crypto Staking,https://banking-demo-five.vercel.app/products/crypto/crypto-staking,0,true,https://banking-demo-five.vercel.app/images/products/crypto-staking.png,Crypto|Staking|Crypto Staking,staking|yield|passive income|crypto rewards|earn crypto|ETH staking|SOL|ADA|APY|proof of stake,"Earn passive rewards by locking ETH, SOL, ADA and other eligible assets — paid weekly in the staked asset.",Up to 8% APY,young_professional,Crypto Staking,0,0,0,100000,100,9,0,NexaBank,Earn passive rewards by locking eligible crypto assets.,"Crypto Staking lets you put eligible holdings to work. Lock ETH, SOL, ADA and a growing list of other assets to earn rewards paid weekly in the same asset. Unstake any time, subject to the cooldown period for that asset. Projected yields are shown in the app before you commit.",personal,na,Passive yield,none,notice,10% of rewards · no lock-in fee,Crypto assets are highly volatile and unregulated in some jurisdictions. You may lose all your capital.,How much can I earn? => Up to 8% APY depending on the asset and network conditions; the app shows the current rate before you stake. || How long does unstaking take? => Between 1 and 7 days depending on the network's cooldown period. || Is staking taxed? => Rewards are generally taxable as income when received; the app produces an annual statement for your return.,"Earn rewards on ETH, SOL, ADA and more|Rewards paid weekly in the staked asset|Unstake any time (cooldown periods apply)|Projected yield shown in the app before committing|Validators handled by our regulated partner",Aged 18 or over and EU resident|Active NexaBank current account|Minimum stake of €100 per asset|Crypto risk acknowledgement signed at onboarding,"Earn rewards on ETH, SOL, ADA and more|Rewards paid weekly in the staked asset|Unstake any time (cooldown periods apply)|View projected yield in the app|No third-party validators — handled by our partner",young_professional|crypto,invest,CRYPTO-ETH-001|CRYPTO-BTC-001|CRYPTO-PORT-001,0,8,0,0,0,0,0,0,0,7,18,0,4.3,730,47,2023-09-01T00:00:00
CASH-CARD-001,GRP-CASH-CARD,Cashback Credit Card,https://banking-demo-five.vercel.app/products/cashback/cashback-card,59,true,https://banking-demo-five.vercel.app/images/products/cashback-card.png,Cashback|Cashback Card|Cashback Credit Card,cashback|rewards|earn back|everyday spending|groceries|fuel|cashback credit card|supermarket|petrol|subscriptions|money back|family spending,"Elevated cashback — 3% on groceries and fuel, 1.5% on subscriptions and 1% on everything else.",up to 3% cashback,all,Cashback Card,59,3,19.9,15000,0,1,0,NexaBank,"Elevated cashback on groceries, fuel and online subscriptions.","The Cashback Credit Card is a dedicated rewards card focused on the categories where people spend most. Earn 3% back on groceries and fuel, 1.5% on online subscriptions, and 1% on everything else. Cashback is credited as a statement credit at the end of each billing cycle — no points, no portals, no fuss.",personal,essential,Flagship,variable,na,€59 annual fee · 2% FX markup · 19.9% APR,Credit subject to status. Cashback rates and partner offers may change.,"Is there a cap on cashback? => Yes — €150 per month across all categories, which corresponds to roughly €5,000 of monthly spend. || How is cashback paid? => As a credit on your statement at the end of each billing cycle — nothing to redeem. || Does it pay for itself? => At €400 a month on groceries and fuel the 3% rate alone earns €144 a year, more than twice the €59 fee.","3% cashback on groceries and fuel|1.5% cashback on online subscriptions (Netflix, Spotify, etc.)|1% cashback on everything else|Cashback credited as statement credit each month|Apple Pay and Google Pay supported","Aged 18 or over and EU resident|Minimum net monthly income of €2,500|Active NexaBank current account|Good credit history (no recent defaults)",3% cashback on groceries and fuel|1.5% cashback on online subscriptions|1% cashback on everything else|Cashback credited as statement credit monthly|Apple Pay and Google Pay supported,all|family,spend|save,CASH-REW-001|ACC-JOINT-001|CARD-ESS-001,0,0,0,0,0,0,2,150,0,0,18,30000,4.6,2980,79,2023-03-01T00:00:00
